date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:44:58	16495/16495	---MCZ	200	added ('OK')	text/css	etag:%2269372c17-406f%22	https://artofproblemsolving.com/assets/css/navheader.css	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/assets/css/navheader.css	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:44:58	660888/660888	---MCZ	200	added ('OK')	text/css	etag:%22664bb900-a1598%22	https://artofproblemsolving.com/assets/fonts/font-awesome/css/all.css	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/assets/fonts/font-awesome/css/all.css	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:44:59	7165/7165	---MCZ	200	added ('OK')	text/css	etag:%2269372c17-1bfd%22	https://artofproblemsolving.com/assets/css/footer.css	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/assets/css/footer.css	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:00	78386/78386	---MCZ	200	added ('OK')	text/css	etag:%2269372c17-13232%22	https://artofproblemsolving.com/assets/css/main-head.css	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/assets/css/main-head.css	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:00	22327/22327	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Jul%202026%2002:45:00%20GMT	https://artofproblemsolving.com/online-favicon.ico?v=2	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/online-favicon5e1f.ico	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:02	37008/37008	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:01%20GMT	https://artofproblemsolving.com/company	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/company.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:02	1470/1470	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226494afe6-5be%22	https://artofproblemsolving.com/assets/images/logos/icon-online.svg	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/assets/images/logos/icon-online.svg	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:03	5093/5093	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226494afe6-13e5%22	https://artofproblemsolving.com/assets/images/logos/aops-online.svg	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/assets/images/logos/aops-online.svg	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:05	52213/52213	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:04%20GMT	https://artofproblemsolving.com/store	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/store.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:06	45480/45480	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:05%20GMT	https://artofproblemsolving.com/school	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/school.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:06	4340/4340	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226494afe6-10f4%22	https://artofproblemsolving.com/assets/images/logos/icon-ba.svg	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/assets/images/logos/icon-ba.svg	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:07	8247/8247	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226494afe6-2037%22	https://artofproblemsolving.com/assets/images/logos/aops-ba.svg	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/assets/images/logos/aops-ba.svg	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:08	3986/3986	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226494afe6-f92%22	https://artofproblemsolving.com/assets/images/logos/icon-academy.svg	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/assets/images/logos/icon-academy.svg	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:09	5682/5682	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226494afe6-1632%22	https://artofproblemsolving.com/assets/images/logos/aops-academy.svg	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/assets/images/logos/aops-academy.svg	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:10	962/962	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226494afe6-3c2%22	https://artofproblemsolving.com/assets/images/hamburger.svg	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/assets/images/hamburger.svg	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:12	38624/38624	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:11%20GMT	https://artofproblemsolving.com/online	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/online.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:12	2931/2931	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226494afe6-b73%22	https://artofproblemsolving.com/assets/images/logos/aops-online-mobile.svg	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/assets/images/logos/aops-online-mobile.svg	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:14	5475398/5475398	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:13%20GMT	https://artofproblemsolving.com/school/schedule	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/school/schedule.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:15	169817/169817	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:14%20GMT	https://artofproblemsolving.com/school/recommendations	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/school/recommendations.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:15	254/254	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Jul%202026%2002:45:15%20GMT	https://artofproblemsolving.com/school/woot?gtmlist=School_Nav	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/school/woot6bf6	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:17	171074/171074	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:16%20GMT	https://artofproblemsolving.com/school/mathjams	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/school/mathjams.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:18	660839/660839	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:17%20GMT	https://artofproblemsolving.com/store/list/aops-curriculum	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/store/list/aops-curriculum.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:19	661610/661610	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:18%20GMT	https://artofproblemsolving.com/store/list/beast-academy	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/store/list/beast-academy.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:20	579273/579273	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:19%20GMT	https://artofproblemsolving.com/store/online	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/store/online.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:21	709474/709474	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:20%20GMT	https://artofproblemsolving.com/store/recommendations	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/store/recommendations.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:22	660790/660790	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:21%20GMT	https://artofproblemsolving.com/store/list/other-products	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/store/list/other-products.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:23	660816/660816	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:22%20GMT	https://artofproblemsolving.com/store/list/all-products	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/store/list/all-products.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:23	266/266	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Jul%202026%2002:45:23%20GMT	https://artofproblemsolving.com/store/gift-certificates?gtmlist=Bookstore_Nav	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/store/gift-certificates1a8f	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:24	98560/98560	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:24%20GMT	https://artofproblemsolving.com/community	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/community.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:25	98339/98339	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:25%20GMT	https://artofproblemsolving.com/community/c13_contests	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/community/c13_contests.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:26	99031/99031	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:26%20GMT	https://artofproblemsolving.com/community/search	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/community/search.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:27	98511/98511	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:27%20GMT	https://artofproblemsolving.com/community/faq	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/community/faq.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:28	33446/33446	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:28%20GMT	https://artofproblemsolving.com/resources	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/resources.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:30	335774/335774	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:29%20GMT	https://artofproblemsolving.com/alcumus	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/alcumus.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:31	104338/104338	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:30%20GMT	https://artofproblemsolving.com/videos	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/videos.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:31	29848/29848	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:31%20GMT	https://artofproblemsolving.com/ftw	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/ftw.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:33	23550/23550	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:32%20GMT	https://artofproblemsolving.com/mathcounts_trainer	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/mathcounts_trainer.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:33	64321/64321	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:33%20GMT	https://artofproblemsolving.com/contests/practice	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/contests/practice.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:34	43092/43092	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2018:43:43%20GMT	https://artofproblemsolving.com/wiki/index.php?title=Main_Page	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/index4875.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:35	40547/40547	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:35%20GMT	https://artofproblemsolving.com/texer	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/texer.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:37	3176150/3176150	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:36%20GMT	https://artofproblemsolving.com/polymath	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/polymath.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:38	432287/432287	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:38%20GMT	https://artofproblemsolving.com/keeplearning	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/keeplearning.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:38	138/138	---M--	302	error ('Found')	text/html	date:Fri,%2003%20Jul%202026%2002:45:38%20GMT	https://artofproblemsolving.com/blog	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/blog	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:40	172038/172038	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2021:08:43%20GMT	https://artofproblemsolving.com/blog/webinars/aopswebinars	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/blog/webinars/aopswebinars.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:40	43655/43655	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Jun%202026%2012:18:48%20GMT	https://artofproblemsolving.com/blog/	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/blog/index.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:40	5703/5703	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2003%20Jul%202026%2002:45:40%20GMT	https://artofproblemsolving.com/wiki	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki.34.delayed	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:42	83859/83859	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2019:10:50%20GMT	https://artofproblemsolving.com/wiki/index.php?title=2022_AIME_I_Problems	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/indexc2a9.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:42	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2003%20Jul%202026%2002:45:42%20GMT	https://artofproblemsolving.com/wiki/index.php?title=Talk:2022_AIME_I_Problems&action=edit&redlink=1	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/index1d93.php	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:43	34481/34481	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Jul%202026%2002:45:43%20GMT	https://artofproblemsolving.com/wiki/index.php?title=Talk:2022_AIME_I_Problems	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/indexbbcd.php	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:45	46906/46906	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:44%20GMT	https://artofproblemsolving.com/wiki/index.php?title=2022_AIME_I_Problems&action=edit	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/indexa89b.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:46	96821/96821	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Feb%202026%2009:33:46%20GMT	https://artofproblemsolving.com/wiki/index.php?title=2022_AIME_I_Problems&action=history	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/indexd431.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:47	225248/225248	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:46%20GMT	https://artofproblemsolving.com/wiki/index.php?title=Special:RecentChanges	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/indexa414.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:47	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2003%20Jul%202026%2002:45:47%20GMT	https://artofproblemsolving.com/wiki/index.php?title=Special:Random	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/indexfc2e.php	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:48	36677/36677	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Feb%202026%2022:12:09%20GMT	https://artofproblemsolving.com/wiki/index.php?title=2014_CEMC_Galois_Problems/Problem_2	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/indexd23c.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:50	54205/54205	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:49%20GMT	https://artofproblemsolving.com/wiki/index.php?title=Special:WhatLinksHere/2022_AIME_I_Problems	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/index79b3.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:51	47636/47636	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:51%20GMT	https://artofproblemsolving.com/wiki/index.php?title=Special:SpecialPages	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/indexc7ac.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:51	41352/41352	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2019:10:47%20GMT	https://artofproblemsolving.com/wiki/index.php?title=2022_AIME_I	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/index954b.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:52	39417/39417	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2009:00:03%20GMT	https://artofproblemsolving.com/wiki/index.php?title=2022_AIME_I_Answer_Key	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/indexdce6.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:53	23267/23267	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jul%202026%2002:45:53%20GMT	https://artofproblemsolving.com/community/contest/download/c3416/2022	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/community/contest/download/c3416/2022.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:55	58550/58550	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2020:28:41%20GMT	https://artofproblemsolving.com/wiki/index.php?title=2022_AIME_I_Problems/Problem_1	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/indexa27b.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:56	64035/64035	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20May%202026%2001:27:54%20GMT	https://artofproblemsolving.com/wiki/index.php?title=2022_AIME_I_Problems/Problem_2	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/indexc99b.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:57	115516/115516	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20May%202026%2001:03:14%20GMT	https://artofproblemsolving.com/wiki/index.php?title=2022_AIME_I_Problems/Problem_3	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/index2287.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:58	60299/60299	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2020:42:04%20GMT	https://artofproblemsolving.com/wiki/index.php?title=2022_AIME_I_Problems/Problem_4	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/index8238.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:45:59	65850/65850	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2020:42:08%20GMT	https://artofproblemsolving.com/wiki/index.php?title=2022_AIME_I_Problems/Problem_5	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/index5fd0.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:46:00	68158/68158	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2020:42:12%20GMT	https://artofproblemsolving.com/wiki/index.php?title=2022_AIME_I_Problems/Problem_6	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/indexacb5.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:46:01	52898/52898	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Feb%202026%2020:42:16%20GMT	https://artofproblemsolving.com/wiki/index.php?title=2022_AIME_I_Problems/Problem_7	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/index9cfb.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
22:46:02	78558/78558	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202026%2020:03:23%20GMT	https://artofproblemsolving.com/wiki/index.php?title=2022_AIME_I_Problems/Problem_8	/home/peanut/Downloads/wiki_index.php_2022_AIME_I_Problems/artofproblemsolving.com/wiki/index47be.html	(from https://artofproblemsolving.com/wiki/index.php/2022_AIME_I_Problems)
